Recency,Frequency,Monetary,Time,Label,Name,Blood Group,Phone Number,Lat,Long
14,8,2000,26,0,Samantha Tagliente,B-,216-120-7044,33.19446609615051,-112.05946190240074
4,2,500,13,0,Julie White,O-,372-165-8260,33.39270744985293,-112.01619155904359
4,11,2750,95,0,Ellen Street,O-,297-578-3327,33.22455334786649,-112.09568807109271
2,7,1750,77,0,William Stalling,A+,634-555-1348,33.28574532878255,-111.97653070102845
2,7,1750,77,0,Maricela Scott,B-,181-443-3510,33.472989779574554,-112.1747691029452
4,1,250,4,0,Matthew Catchings,AB-,803-152-4460,33.657699393143744,-112.06166320510007
4,1,250,4,0,Victoria Right,B-,217-809-0964,33.4992097017681,-112.1188077389668
4,1,250,4,0,Rita Mason,AB+,452-394-8900,33.56156651882832,-112.16498064679747
4,1,250,4,0,Terrence Johnson,AB-,144-621-1583,33.54352118686156,-112.18813064997705
4,1,250,4,1,Mae Nystrom,B+,651-593-4714,33.37171983068346,-112.14479266900453
4,1,250,4,0,Holly Dehaan,O-,518-728-3120,33.55145310553778,-112.12196620149635
4,1,250,4,0,Howard Echeverria,B+,790-502-7834,33.418871770225365,-112.02568423163567
4,1,250,4,0,Vincent Dixon,B-,361-018-4890,33.55575800683482,-112.0645954740738
4,1,250,4,0,Michele Bagshaw,AB-,854-458-6140,33.62102009352035,-112.00607124823352
4,1,250,4,0,Charlotte Amorosi,A+,715-792-3987,33.35938144654358,-111.96778860898529
4,1,250,4,1,Cheryl Mcgray,A-,803-739-0934,33.5575944356106,-111.97485659166708
4,1,250,4,0,Alice Marotta,B+,593-169-0120,33.339291063030686,-112.13164769444816
4,7,1750,62,0,Norma Begay,B-,687-463-2271,33.253082485732826,-112.01456932432356
4,1,250,4,0,Kenneth Kiffer,B-,674-436-5059,33.31621740491505,-112.02592842668555
4,4,1000,34,1,Carlton Brown,O+,929-729-8323,33.38056229325671,-112.05925292515104
11,6,1500,28,0,Joseph Lynch,B-,422-690-4407,33.51324834059227,-111.99533660583518
13,3,750,14,1,Richard Lee,O-,139-198-1548,33.53631698960548,-111.95076887295068
7,5,1250,35,0,Elizabeth Mclin,A-,827-152-6917,33.47137377315344,-111.95452412665489
9,9,2250,54,0,Veronica Stickfort,O+,877-797-6266,33.51195783907895,-112.13417183137085
11,2,500,11,0,William Hood,A-,906-086-9435,33.27932747388281,-111.97498164262801
2,5,1250,63,0,George Lenart,AB+,245-538-8601,33.60178989280864,-112.14812421815014
7,11,2750,89,0,Rachel Woodworth,A+,104-345-5989,33.47732587934613,-111.94101673855505
8,9,2250,64,0,Alex Stovall,O+,800-310-9734,33.44636191208087,-112.03020770013917
2,2,500,22,0,Owen Smith,AB+,221-553-3175,33.4509676281364,-112.0653131699692
6,3,750,26,0,Joyce Inverso,B+,149-864-3393,33.391363384776426,-112.18741130529774
12,15,3750,71,0,Dewayne Brubaker,A-,426-056-7857,33.494987938519145,-112.02671686866844
13,3,750,16,0,Marc Hoskins,O-,854-417-6402,33.6759536919679,-112.11089358601622
11,16,4000,89,0,Carey Taylor,AB-,725-604-4415,33.31595229619899,-112.01985162439571
4,5,1250,58,0,Billy Foster,A-,754-760-7033,33.51141475911422,-112.16318144445228
14,7,1750,35,0,Donna Rowden,B+,250-493-0571,33.28166828705086,-112.07718623672456
11,4,1000,27,0,Ruth Riley,AB+,400-752-0249,33.39845022002828,-112.16260919766385
7,9,2250,89,1,Carmen Gomez,B+,692-021-9950,33.55762041732938,-111.96500941803201
11,8,2000,52,1,Stephen Lamay,B+,881-692-3702,33.54211044217894,-112.06937690436311
7,5,1250,52,0,Ann Marion,B-,505-857-5125,33.32237816502008,-112.11452799003793
11,6,1500,41,0,Irene Summers,O-,180-878-5966,33.6274517430109,-112.0131923134218
10,5,1250,38,0,Delfina Luckie,B+,937-252-8246,33.35805509345388,-111.99047272481
14,2,500,14,1,Merle Venable,O-,602-123-6786,33.50935209562432,-112.15059013277643
14,2,500,14,0,Terrell Mcinnis,B+,102-041-0357,33.63712892213356,-112.01905442486063
14,2,500,14,0,Sue Mullins,A-,822-087-8244,33.26323790467015,-112.0233735305052
2,2,500,33,0,Pauline Grosse,AB+,948-857-0574,33.584537682341605,-112.13208431888869
11,3,750,23,0,Matthew Jenkins,B+,641-711-1118,33.579848095128916,-111.9825328459198
14,8,2000,46,0,Kandra Scott,O+,626-490-9562,33.49305960164045,-111.97817314505917
9,1,250,9,0,Erin Cormier,AB-,308-166-3612,33.36789042508823,-111.99912115506761
16,5,1250,27,0,Maria Howe,O+,427-540-7751,33.3954556256035,-112.12272548721926
14,4,1000,26,0,Charlie Wade,B-,310-400-7404,33.59582507656248,-112.1531514272446
4,2,500,30,0,Barry Vedder,O-,470-187-1699,33.38979520168257,-112.19060860356691
14,3,750,21,0,Frankie Nolasco,A-,652-718-6198,33.35436075887002,-112.05699566775931
16,16,4000,77,0,James Parkman,A+,104-453-8358,33.33767347342932,-112.03967267164958
4,2,500,31,0,Gwendolyn Dobbins,AB+,782-337-5166,33.23486051331058,-112.07039569043806
14,8,2000,50,0,Hans Graham,A-,613-687-7494,33.53504536298408,-112.19304101204793
11,3,750,26,0,John Stockman,A-,757-787-7658,33.70598496609525,-112.07222746552408
14,7,1750,45,0,Carl Hilty,AB-,604-344-1929,33.481619215008095,-112.04932724580897
15,5,1250,33,0,David Beck,AB-,138-301-2730,33.57436416269863,-112.13682422415118
16,2,500,16,0,Victor Pope,O+,836-013-6148,33.50677467502311,-112.19416778275918
16,3,750,21,0,James Sanchez,AB-,329-636-4213,33.664096103382,-112.14594034959744
11,8,2000,72,0,Chad Douglas,A+,621-444-2670,33.555468301327345,-111.99494189191431
11,1,250,11,0,Duncan Howard,B+,909-104-9006,33.451418638917815,-111.9583615640119
11,1,250,11,0,Alan Southward,O-,944-073-2098,33.43397280612621,-112.18621380101415
11,1,250,11,0,Joseph Randle,A-,939-103-9564,33.241247401605236,-112.14697404874379
11,1,250,11,1,Charlie Breden,O-,435-631-2208,33.47283251518922,-112.012404380949
11,1,250,11,0,Ernest Edwards,B-,477-546-4795,33.4736381229345,-112.00537788871696
2,3,750,75,1,Richard Seitz,B+,800-060-4955,33.48220360338162,-112.19794390894653
2,3,750,77,0,Linda Green,A+,843-673-5228,33.21006935634337,-112.10850769462135
16,4,1000,28,0,Bettye Stoller,O+,124-128-3011,33.60014004077433,-112.019430946802
16,15,3750,87,0,Gracie Bass,A-,338-575-0329,33.48840599640057,-112.08346978165238
16,14,3500,83,0,James Cortez,AB-,753-610-5045,33.481419231739146,-112.00059167523727
16,10,2500,62,0,Sheila Castillo,AB+,978-506-8782,33.46191147960752,-111.94385658421817
16,3,750,23,0,Mary Avans,B-,295-142-1874,33.31428452275887,-112.04124554272454
14,3,750,26,0,Guy Tullar,B-,704-178-6832,33.555863763238285,-112.04768858014441
23,19,4750,62,0,Jackie Green,O-,358-039-0651,33.637230963890445,-112.04013493270615
11,7,1750,75,0,Carol Coleman,O-,298-546-8589,33.37501528516386,-112.08315009692282
14,3,750,28,0,Margaret Cummings,AB-,186-866-7077,33.491460609850094,-112.09170945180946
20,14,3500,69,1,Monica Nollman,A+,546-584-8464,33.240574998468155,-112.14370335069066
4,2,500,46,0,Robert Johnson,A-,467-149-2013,33.39106953386437,-112.16210039795376
11,2,500,25,0,Jonathan Phillips,O-,329-008-9799,33.21720167061616,-112.1050411578867
11,3,750,37,0,Danny Rodriguez,AB-,487-465-4138,33.573658010967684,-112.15216531390986
16,4,1000,33,0,Michael Hufft,A-,125-540-1907,33.42120041953656,-112.19422669269385
21,7,1750,38,0,Christopher Allen,B-,779-824-9684,33.45304720664976,-112.15322792228923
13,7,1750,76,0,Pedro Jones,B+,173-212-4438,33.46497473956423,-112.05914312794212
16,6,1500,50,0,James Wicks,B+,637-461-0678,33.479908527191135,-112.07555633136319
14,3,750,33,0,Vernon Mckenna,AB+,590-580-9997,33.538070759642444,-112.18154075480015
14,1,250,14,0,Berniece Crayton,B-,685-457-6099,33.3950175625358,-112.10057566494216
14,1,250,14,0,Stephen Sellers,A+,731-117-5220,33.3674334504333,-112.07003348295011
14,1,250,14,0,James Anderson,B+,678-692-0909,33.249551417700026,-112.10652274824629
14,1,250,14,0,Amy Clark,B-,205-483-8017,33.59715316972823,-112.06750366395933
14,1,250,14,0,Robert Tavares,AB-,836-399-0452,33.29499306783879,-111.98785344484615
14,1,250,14,0,Brenda Casson,O+,903-761-0441,33.62874415175353,-112.15482205064349
17,7,1750,58,1,Maria Davis,B+,103-825-4034,33.37692651612541,-112.09418861004295
14,3,750,35,0,John Lynch,A+,844-838-4448,33.30956621341628,-112.13008340680891
14,3,750,35,0,Esther Stoney,A-,110-054-8608,33.57225464767005,-112.0173818477891
16,7,1750,64,0,Joy Mack,B-,982-338-7988,33.54649400782286,-112.09981311652179
21,2,500,21,0,Teresa Dunn,AB+,539-214-3571,33.31635044121613,-112.00179136244898
16,3,750,35,0,Steven Marashio,B+,196-865-0234,33.35064180880623,-112.01485417805013
16,1,250,16,0,Angela Jordan,O-,493-796-7635,33.35766918299477,-112.16166951577776
16,1,250,16,0,Neil Lawless,A+,602-046-5838,33.20762894766102,-112.06563630355141
16,1,250,16,0,Larry Floyd,AB-,246-620-8543,33.43595270857623,-112.00269642663469
16,1,250,16,0,Toi Enstad,AB-,397-829-5577,33.312109886142316,-112.15833182307468
16,1,250,16,0,Ella Johnson,AB-,951-169-0309,33.52019647529661,-111.99652775932171
14,2,500,29,0,Richard Gourley,B+,820-287-7871,33.3386014609543,-112.15779801603625
11,4,1000,74,0,Seymour Hardison,O-,289-504-7801,33.47184731270103,-112.17966433151437
11,2,500,38,1,Joan Murray,O-,569-522-9233,33.25908363353377,-112.06826812372047
21,6,1500,48,0,Carol Wiedman,AB-,561-623-8424,33.32335197665712,-111.9714747662752
23,2,500,23,0,James Spohr,O-,647-231-7404,33.47433308002041,-111.98617516498668
23,6,1500,45,0,Russell Calle,B+,279-291-6934,33.30251712775152,-112.0404220922353
14,2,500,35,1,Sherry Ricker,AB+,728-503-1527,33.359557810959316,-112.11325574834106
16,6,1500,81,0,Steven Lindsay,O-,939-639-8559,33.33557906686043,-112.0620974240657
16,4,1000,58,0,William Roberts,B+,464-194-5086,33.59885990988792,-112.00770548996216
16,5,1250,71,0,Elizabeth Groomes,B+,668-639-5136,33.42867934244122,-112.04344797973366
21,2,500,26,0,Albert Courtney,AB+,916-525-1644,33.36988439293333,-112.00818468968372
21,3,750,35,0,William Baker,A-,797-428-5173,33.50433406532407,-112.18294387445441
21,3,750,35,0,Darlene Wise,O+,891-619-7571,33.35728029961556,-112.12262286668407
23,8,2000,69,0,Ruth Rice,AB-,206-408-3065,33.62888639228238,-112.01115061178697
21,3,750,38,0,Bessie Jones,AB+,247-835-3520,33.45258784350663,-111.9879088612873
23,3,750,35,0,Jacob Mons,O-,965-023-8450,33.499789436367564,-112.10308761131306
21,3,750,40,0,Delmer Badgett,O-,856-450-8991,33.3262863851176,-112.14353520550398
23,2,500,28,0,Joseph Matz,B+,746-158-0493,33.43477362922437,-111.99484326982163
21,1,250,21,0,Gregory Dunlap,O-,812-546-9821,33.31509986718698,-111.97896517176687
21,1,250,21,0,Richard Ratermann,A-,718-619-0100,33.53461520306975,-112.06126017574498
25,6,1500,50,0,Alicia Galvin,A+,548-128-1922,33.43911255245478,-112.19158717224734
21,1,250,21,0,David Julian,O-,366-763-7599,33.361656461227035,-111.95480664937115
21,1,250,21,0,Carl Bolyard,AB-,487-442-6236,33.31919610805387,-112.06539199905593
23,3,750,39,0,Jason Norris,O-,759-132-9082,33.55389929076101,-112.02106095289113
21,2,500,33,0,Justine Ellis,A+,732-341-9052,33.55975696055,-112.18340825430589
14,3,750,79,0,Joanne Sabir,B+,200-023-6305,33.44430054871248,-112.04178449445814
23,1,250,23,1,Robert Jones,O-,309-807-1783,33.46477192271733,-111.99936385068197
23,1,250,23,0,Bryan Lombardi,AB+,803-103-7067,33.41576774501047,-112.13183180171303
23,1,250,23,0,Carol Foster,A+,763-150-0985,33.66232576736226,-112.14558389732764
23,1,250,23,0,Louis Schuster,B-,697-272-0460,33.499934694913186,-112.18952696000703
23,1,250,23,0,David Roche,AB+,802-486-3566,33.64648729634101,-112.1497671550786
23,1,250,23,0,Roger Fanno,O-,548-647-8635,33.310561916660276,-112.11035725419563
23,1,250,23,0,Mary Richardson,B-,766-875-7304,33.59486509661352,-112.12116986583739
23,4,1000,52,0,Terri Davis,B+,821-565-5291,33.34759260867959,-112.02989672679196
23,1,250,23,0,Patti Tang,AB-,632-817-6033,33.43874995730193,-112.10908249943611
23,7,1750,88,0,Maynard Brock,AB+,155-286-1409,33.42524473069068,-112.10295228781291
16,3,750,86,0,Kenneth Niday,A+,418-711-4304,33.25208052351912,-112.11574584321825
23,2,500,38,0,Cletus Briggs,A-,958-447-3900,33.483670748245174,-112.17618876766234
21,2,500,52,0,Craig Smith,AB-,261-666-2878,33.31023814950299,-112.00545986101675
23,3,750,62,0,Virginia Wilkinson,AB-,839-303-9360,33.59862959351608,-111.99615859548895
39,1,250,39,0,Kris Romano,O-,214-324-3289,33.48181933169832,-112.11024871326661
72,1,250,72,0,Grace Edmonds,AB-,877-732-4461,33.382242664886846,-112.02006919663724
